,question,num_texte
292,Un couple s’étant marié en 2023 est soumis à une déclaration d’IFI pour l’année 2024 : comment doit-il déclarer son patrimoine immobilier net taxable ?,28
1111,"Pour un logement en location dans le secteur social ou très social sous Borloo ancien, quel taux de déduction est applicable pour une convention conclue à compter du 28 mars 2009 ?",90
1275,Quels types de travaux doivent être déclarés pour les propriétés bâties ?,98
508,"Quel motif de question est explicitement mentionné lorsqu’aucune des autres causes (saisie, véhicule vendu, détruit, etc.) ne s’applique ?",46
1313,Quel document peut être consulté pour obtenir des informations pratiques supplémentaires sur l'avis de taxe foncière ?,101
1378,Dans quelle situation l'administration peut-elle vous demander des garanties de paiement lors du dépôt d'une réclamation ?,107
1092,Quel est le principe fondamental des options sur titres pour les salariés et dirigeants d'une société par actions ?,89
1054,Quels livrets ou comptes bénéficient de l'exonération des revenus de placement ?,86
255,À quelle date précise faut-il apprécier la notion de domicile fiscal pour déterminer l'étendue des biens imposables à l'IFI ?,25
3,À quel centre des finances publiques devez-vous adresser votre déclaration de revenus ?,0
550,"Une personne héberge sa grand-mère, qui est démunie, dans son logement principal depuis janvier de l'année d'imposition 2023. Elle souhaite déduire un montant forfaitaire pour cette prise en charge. Quel est le montant maximal annuel de cette déduction sans avoir à justifier des dépenses?",52
1098,Comment sont soumis aux prélèvements sociaux les gains de levée d’option dans le cadre des stock-options ?,89
576,Dans quel cas un parent peut-il déduire un montant supérieur à la pension alimentaire fixée par le juge pour l’entretien des enfants ?,54
278,Quels impôts peuvent être considérés comme des dettes déductibles si le redevable les supporte au titre des propriétés soumises à l’IFI ?,26
16,"Lorsqu’un enfant atteint ses 18 ans en milieu d’année, quel est le principe de sa déclaration de revenus ?",1
1106,"Pour des BSPCE attribués avant le 1er janvier 2018, quel taux forfaitaire s’applique au gain de cession pour un salarié ayant exercé son activité dans la société émettrice pendant au moins trois ans ?",89
158,"Dans le cadre du régime micro BA, quelle est la condition pour y être éligible pour l’imposition des revenus d’une exploitation agricole ?",15
646,Quelle est la finalité principale des indemnités chômage ?,61
1291,Sur quoi se fondent les valeurs locatives des locaux professionnels pour l'évaluation départementale ?,100
1,Quelle est la conséquence du non-dépôt de la déclaration de revenus dans les délais impartis ?,0
552,Un couple veut prendre à charge fiscale une personne adulte titulaire d’une carte d’invalidité avec un taux d’incapacité permanente de 80 %. Quelles sont les conditions requises pour la considérer comme personne à charge?,52
1426,"Si, après votre demande de délai de paiement, vous n'êtes pas satisfait de la décision prise, que pouvez-vous faire ?",112
410,"Pour consulter ses paiements après réception de l’avis d’impôt, quel onglet faut-il sélectionner après identification sur l’espace particulier ?",40
243,"Parmi les activités suivantes, laquelle est strictement exclue du champ des dépenses éligibles au crédit d’impôt pour l’emploi d’un salarié à domicile, même si l’activité est exercée chez une personne dépendante ?",23
1009,"Lors de la déclaration via le formulaire cerfa 2735, quelle est la limite maximale pour le paiement en espèces ?",84
323,Quel est l’objet principal de l’avis d’impôt sur les revenus reçu par le contribuable en été ?,32
11,Quelle est la règle générale pour le nombre de déclarations de revenus dans un couple marié ou pacsé vivant sous le même toit toute l’année ?,1
449,Où figure le calendrier des prélèvements mensuels pour l’année suivante lorsque l’on reçoit un avis d’impôt ?,40
434,"Lorsque l’on accède à l’espace particulier, où se situe la fonctionnalité permettant de visualiser les échéances passées et à venir ?",40
381,"Parmi ces démarches, laquelle permet de modifier les coordonnées bancaires associées à un contrat de prélèvement à l’échéance ?",37
1381,"Pour les impôts locaux, quand s'achève généralement le délai de réclamation ?",108
1348,Que signifie opter pour le paiement centralisé des taxes foncières auprès de la DGE ?,104
699,"Dans le cas d'un résident fiscal français, quelle est l'obligation de déclaration de revenus ?",66
735,Dans quel cas le service foncier peut-il solliciter des informations complémentaires via une déclaration spécifique (imprimé ME) ?,68
365,Pour quels impôts locaux est-il possible d’adhérer au prélèvement mensuel ?,36
402,Quel onglet doit-on choisir pour accéder aux informations relatives aux paiements dans un espace en ligne dédié aux particuliers ?,40
366,Quelle est la date limite d'adhésion au prélèvement mensuel pour régler l'impôt de l'année en cours ?,36
857,Quel service informe sur l'existence de servitudes ou d'hypothèques grevant un immeuble ?,77
640,Quelles indemnités correspondent aux dispositifs mis en place pour le chômage partiel ?,61
1055,"Quels produits d'assurance-vie et de bons de capitalisation bénéficient d'une exonération des revenus, sous conditions de date de souscription et durée ?",86
1267,Que signifie un changement d'affectation d'un bien immobilier ?,98
2,Quel formulaire devez-vous utiliser pour déclarer vos revenus si vous déclarez pour la première fois ?,0
165,Quel critère permet de soumettre les revenus tirés de droits d’auteur à l’impôt sur le revenu dans la catégorie des traitements et salaires ?,16
250,"Sur la même période de cinq ans, quel est le plafond de dépenses applicables à un couple soumis à imposition commune pour les mêmes équipements ?",24
389,Quel mode d’accès est proposé via l’application pour smartphone ou tablette afin de procéder au paiement en ligne ?,38
535,"Si l’union (mariage ou PACS) a lieu en N, quel service en ligne permet d’ajuster le taux de prélèvement à la source dans les 60 jours ?",50
1218,Que se passe-t-il pour un loueur en meublé professionnel dont les recettes des deux dernières années se situent entre 90 000 € HT et 126 000 € HT ?,94
283,"Lorsque le patrimoine net taxable excède 1 300 000 euros, à partir de quel seuil débute le calcul de l’IFI dans le barème progressif ?",27
1377,Quelle démarche peut accompagner votre réclamation si vous souhaitez différer le paiement de l'impôt contesté ?,107
615,Dans quelles circonstances peut-on être dispensé du dépôt d’une déclaration de succession après le décès d’un parent?,58
57,Quelles sont les conditions générales pour rattacher un enfant majeur au foyer fiscal ?,5
881,Quelles conditions permettent une exonération totale de la plus-value lors d'une opération d'expropriation ?,78
1260,Quel document doit être remis à chaque professionnel pour bénéficier des taux réduits de TVA sur des travaux de rénovation ?,97
1036,Quel taux du prélèvement forfaitaire unique (PFU) s'applique généralement aux revenus mobiliers perçus depuis le 1er janvier 2018 ?,86
555,"En cas d’accueil d'une personne handicapée comme personne à charge, quel élément doit être déclaré sur la déclaration de revenus du foyer d’accueil?",52
788,Quelle distinction fondamentale caractérise un acte sous seing privé par rapport à un acte authentique ?,72
1105,Quelles conditions doivent être réunies par une société pour attribuer des BSPCE à ses salariés et dirigeants ?,89
830,Quel taux de TVA s'applique en principe aux opérations de construction d'un bien immobilier ?,75
487,Quel type de redevable est explicitement mentionné comme pouvant régler une amende forfaitaire majorée radar par chèque ?,44
934,Quel contrat définit la donation dans son essence telle qu'expliquée dans le texte ?,82
496,"Parmi les options de contestation énumérées, laquelle concerne directement un titre émis par la SNCF ou la RATP ?",45
59,Quels types d'enfants sont assimilés à des enfants célibataires majeurs ?,5
685,Quel critère permet de qualifier une personne comme domiciliée fiscalement en France selon l'article 4-B du CGI ?,65
613,Que se passe-t-il pour l’IFI si le décès du parent intervient après la date limite de dépôt de la déclaration 2042/2042-IFI et avant le 31 décembre de la même année?,58
324,"Quelle conséquence s’ensuit lorsque l’impôt sur les revenus, calculé après la déclaration, est inférieur au total prélevé à la source l’année précédente ?",32
423,"Lorsque les mensualités du contribuable sont modifiées, de quelle manière est-il informé spécifiquement ?",40
355,Comment régulariser un versement spontané rejeté pour le prélèvement à la source ?,35
81,"Comment est imposé le complément de rémunération obtenu par un salarié au titre de la monétisation de jours de repos ou de RTT, selon la législation en vigueur jusqu’au 31 décembre 2025 ?",7
1204,Le caractère professionnel ou non de l'activité de location meublée s'apprécie à quel niveau ?,94
854,Où peut-on consulter le descriptif du bien déclaré par le vendeur lorsque l'acte notarié est pris en charge par l'administration fiscale ?,76
